"endpoint_id","axis","parameter","step","sign","patient_id","treatment","chain","direction","raw_log_ratio","oriented_log_ratio","relative_weight_ess","max_normalized_weight","d2","batch_log_mcse","split_log_ratio_difference","split_d2_difference","maximum_absolute_log_weight"
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"3",0,"chain_01","forward",0,0,1,0.002,0,0,0,0,0
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"3",0,"chain_02","forward",0,0,1,0.002,0,0,0,0,0
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"6",0,"chain_01","forward",0,0,1,0.002,0,0,0,0,0
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"6",0,"chain_02","forward",0,0,1,0.002,0,0,0,0,0
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"16",0,"chain_01","forward",0,0,1,0.002,0,0,0,0,0
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"16",0,"chain_02","forward",0,0,1,0.002,0,0,0,0,0
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"20",0,"chain_01","forward",0,0,1,0.002,0,0,0,0,0
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"20",0,"chain_02","forward",0,0,1,0.002,0,0,0,0,0
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"55",0,"chain_01","forward",0,0,1,0.002,0,0,0,0,0
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"55",0,"chain_02","forward",0,0,1,0.002,0,0,0,0,0
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"71",0,"chain_01","forward",0,0,1,0.002,0,0,0,0,0
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"71",0,"chain_02","forward",0,0,1,0.002,0,0,0,0,0
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"74",0,"chain_01","forward",0,0,1,0.002,0,0,0,0,0
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"74",0,"chain_02","forward",0,0,1,0.002,0,0,0,0,0
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"88",0,"chain_01","forward",0,0,1,0.002,0,0,0,0,0
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"88",0,"chain_02","forward",0,0,1,0.002,0,0,0,0,0
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"105",1,"chain_01","forward",-0.0621642667648796,-0.0621642667648796,0.561392015522761,0.0130356602707045,0.577335837594466,0.205697300876349,0.14881673837202,0.39592387048608,1.98818275508245
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"105",1,"chain_02","forward",-0.530880525397972,-0.530880525397972,0.590124826364971,0.00801209668868898,0.52742119435005,0.199617471583656,0.261224252483087,0.0129174092132356,2.40112383748772
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"111",1,"chain_01","forward",0.0332855563749632,0.0332855563749632,0.518321090299106,0.0154445036795214,0.657160363317594,0.1686018219018,0.481870760935273,0.279097736606641,2.54273283511417
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"111",1,"chain_02","forward",0.0414987751669784,0.0414987751669784,0.476963924500749,0.0118592804489746,0.740314420931352,0.18823769187827,0.347301760961722,0.228050432038639,3.91188790832595
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"117",1,"chain_01","forward",-0.164489028215371,-0.164489028215371,0.349944545711925,0.0221804895696267,1.04998057787482,0.257569469947112,0.0939556670427573,0.841439708351883,3.01432614983533
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"117",1,"chain_02","forward",-0.107638460879055,-0.107638460879055,0.402895445170923,0.0283449408492276,0.909078191959379,0.17157045835055,0.405111838342731,0.335045709348806,2.75084152122134
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"122",1,"chain_01","forward",0.0349173740878062,0.0349173740878062,0.516832974503886,0.0148322219461335,0.66003552339463,0.184506248811167,0.179316054896415,0.560783800912612,2.03857216624517
"treatment_minus","treatment_effect","beta_nelf",0.488760733785834,-1,"122",1,"chain_02","forward",0.212691193034565,0.212691193034565,0.471266865068285,0.00878858695559192,0.75233075291698,0.198607259058006,0.127796052983678,0.141584527418132,2.44226510870532
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"3",0,"chain_01","forward",0,0,1,0.002,0,0,0,0,0
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"3",0,"chain_02","forward",0,0,1,0.002,0,0,0,0,0
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"6",0,"chain_01","forward",0,0,1,0.002,0,0,0,0,0
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"6",0,"chain_02","forward",0,0,1,0.002,0,0,0,0,0
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"16",0,"chain_01","forward",0,0,1,0.002,0,0,0,0,0
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"16",0,"chain_02","forward",0,0,1,0.002,0,0,0,0,0
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"20",0,"chain_01","forward",0,0,1,0.002,0,0,0,0,0
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"20",0,"chain_02","forward",0,0,1,0.002,0,0,0,0,0
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"55",0,"chain_01","forward",0,0,1,0.002,0,0,0,0,0
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"55",0,"chain_02","forward",0,0,1,0.002,0,0,0,0,0
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"71",0,"chain_01","forward",0,0,1,0.002,0,0,0,0,0
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"71",0,"chain_02","forward",0,0,1,0.002,0,0,0,0,0
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"74",0,"chain_01","forward",0,0,1,0.002,0,0,0,0,0
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"74",0,"chain_02","forward",0,0,1,0.002,0,0,0,0,0
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"88",0,"chain_01","forward",0,0,1,0.002,0,0,0,0,0
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"88",0,"chain_02","forward",0,0,1,0.002,0,0,0,0,0
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"105",1,"chain_01","forward",-0.280719551400107,-0.280719551400107,0.622376987826124,0.00711389196417483,0.47420928008856,0.172651645233125,0.418475327245704,0.071224461861676,2.81237725245669
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"105",1,"chain_02","forward",0.115579511862441,0.115579511862441,0.631200456630408,0.00723327209841261,0.460131786018528,0.187916498275049,0.00929146669656689,0.127768173802127,1.85692477975698
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"111",1,"chain_01","forward",-0.223625522229042,-0.223625522229042,0.493072752945278,0.0116990253849587,0.707098543929993,0.207500791178978,0.921345816912186,0.188724316716093,3.07739156696683
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"111",1,"chain_02","forward",0.173941172415358,0.173941172415358,0.271408143701111,0.0309104376987914,1.30413152576364,0.306215540864802,0.858300604106192,0.458278385441869,2.91188790832595
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"117",1,"chain_01","forward",0.22834254420261,0.22834254420261,0.439318493567292,0.0119308894156408,0.822530631077949,0.27020798269066,0.814201131130273,0.242516249380287,3.2415768454744
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"117",1,"chain_02","forward",-0.0360583449898488,-0.0360583449898488,0.492476638167192,0.0119418262289988,0.708308254688596,0.156706719111759,0.288133557176263,0.206485609115004,3.54366291952005
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"122",1,"chain_01","forward",-0.474979462999221,-0.474979462999221,0.621758672701499,0.00830570413381504,0.475203247539454,0.157427121643107,0.334741614294475,0.247319336920365,3.03857216624517
"treatment_plus","treatment_effect","beta_nelf",0.488760733785834,1,"122",1,"chain_02","forward",-0.40704300178933,-0.40704300178933,0.552278562838108,0.0127108415042505,0.59370271717175,0.144493349901552,0.102807172344171,0.197086018290427,2.69299795534374
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"3",0,"chain_01","forward",-0.717677875032408,-0.717677875032408,0.898461033163337,0.0035829696852542,0.107071942465434,0.0770129670993784,0.20363688021996,0.0207973722005121,2.11591048915065
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"3",0,"chain_02","forward",-0.686908811655321,-0.686908811655321,0.913776060439512,0.00366546660687375,0.0901697480080053,0.0485212901478644,0.0333492675735689,0.0355970161646768,1.85385883799105
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"6",0,"chain_01","forward",0.0616370918229601,0.0616370918229601,0.962003227157369,0.00235050236664783,0.0387374736886175,0.0447200189490066,0.0847777384605415,0.0277254103276627,1.39283672709287
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"6",0,"chain_02","forward",0.0679111695558472,0.0679111695558472,0.970006079884925,0.00233585866434471,0.0304529395817488,0.0230274891989858,0.0842045156166513,0.021484623660994,0.822045455625416
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"16",0,"chain_01","forward",0.106272800875653,0.106272800875653,0.979779921908215,0.00224794212140022,0.020427302018434,0.0169182279549134,0.0311143404867682,0.00548786182376482,0.84977582088521
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"16",0,"chain_02","forward",0.130455087550336,0.130455087550336,0.987404288421781,0.00219423939885125,0.0126757100213926,0.0173354576668524,0.0110989473837213,0.00260013833959061,0.747374374301121
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"20",0,"chain_01","forward",0.0207453070539545,0.0207453070539545,0.953944822784552,0.00244867086635542,0.0471494469585592,0.0253027164101275,0.00136971549419496,0.00761731178781933,1.53711487811673
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"20",0,"chain_02","forward",0.0440751555723402,0.0440751555723402,0.957835777787432,0.00239220277714072,0.043078937639482,0.0199868413154974,0.00352732548706136,0.0102799318834617,1.45443260642839
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"55",0,"chain_01","forward",-0.206282730243634,-0.206282730243634,0.910812574758663,0.00307252394802318,0.0934181386091328,0.057202187284913,0.02371811369638,0.0704465477184275,1.69400465476953
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"55",0,"chain_02","forward",0.0558288929839659,0.0558288929839659,0.967119419595868,0.00236424828526358,0.0334332962252049,0.041897832551157,0.0825603206903507,0.0321425870090088,0.84350274477433
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"71",0,"chain_01","forward",0.0403766909944192,0.0403766909944192,0.95286559249686,0.00240106464362404,0.0482814214792393,0.0256257399904702,0.097029230208971,0.0317455235151991,3.27972565890903
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"71",0,"chain_02","forward",0.0985702437546889,0.0985702437546889,0.975993879853058,0.00226532559808417,0.0242989632310637,0.0144813400183612,0.0147474935286382,0.00242983161942334,1.17480599173119
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"74",0,"chain_01","forward",-0.193196083711199,-0.193196083711199,0.90582861455863,0.00302859927482467,0.0989051579873506,0.0751040776245178,0.359209016747723,0.032230486939854,1.09625791377809
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"74",0,"chain_02","forward",-0.199568663151449,-0.199568663151449,0.935538349238549,0.0030492420901007,0.066633140801355,0.046131767101738,0.155736450591548,0.0651674520840286,1.61842149892256
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"88",0,"chain_01","forward",0.0417467946152019,0.0417467946152019,0.967014035615383,0.00239778091947327,0.033542269037091,0.0249697026184712,0.0403090513554583,0.00895564452890429,1.10648376455996
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"88",0,"chain_02","forward",0.012736708641806,0.012736708641806,0.960654046469144,0.00246832037504131,0.0401409280932965,0.0419267110374048,0.045774790682322,0.0241514103161018,1.22205226438939
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"105",1,"chain_01","forward",0.0788996629914021,0.0788996629914021,0.980401456422349,0.00231033145352893,0.0197931417903714,0.025035170704116,0.00885447975941211,0.00431175841387255,0.844475221138447
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"105",1,"chain_02","forward",0.04494342638987,0.04494342638987,0.973601687390717,0.00239003036878756,0.0267530041645561,0.0421622890435966,0.0972097135651095,0.00668590899622146,0.880625585785483
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"111",1,"chain_01","forward",0.120739862881931,0.120739862881931,0.97773296036683,0.002215661186921,0.0225186928910288,0.0217756704205571,0.0142534791959728,0.00426039026908942,0.754648217011157
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"111",1,"chain_02","forward",0.13851845965706,0.13851845965706,0.984803942250729,0.00217661781549097,0.0153127010220899,0.0200526606513815,0.0179224465796111,0.0084740777858352,0.949902750927337
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"117",1,"chain_01","forward",-0.360057081769466,-0.360057081769466,0.811877572098215,0.00358348390841239,0.208405723465953,0.0737215699717776,0.0496402783372787,0.036745911220474,2.32195098209036
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"117",1,"chain_02","forward",-0.125243799963142,-0.125243799963142,0.895128097906483,0.00283355215990625,0.110788444796357,0.0456781911856963,0.137107605754977,0.0668767402237993,2.53361145971081
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"122",1,"chain_01","forward",0.200552183534052,0.200552183534052,0.999143901061499,0.00204569691731211,0.000856465600477918,0.00232707949713653,0.00662461840964035,8.42801488065703e-06,0.223143525274524
"lambda_scale_minus","lambda_population_scale","log_omega_lambda",0.22314355131421,-1,"122",1,"chain_02","forward",0.19572958886855,0.19572958886855,0.998663256421721,0.00205558014873567,0.00133763781697649,0.00343030983863317,0.00590856904610781,0.000481348641876878,0.223140527234879
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"3",0,"chain_01","forward",0.450762465106974,0.450762465106974,0.931669523019735,0.00455504654926026,0.0707771162127218,0.0598364902493358,0.14898612735253,0.0234392505620642,1.2738510345833
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"3",0,"chain_02","forward",0.413184861101514,0.413184861101514,0.954644648634391,0.00399922382003546,0.0464161034169734,0.0293567837273102,0.0513532903178433,0.0308335844578478,1.10613797784116
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"6",0,"chain_01","forward",-0.0910575116182848,-0.0910575116182848,0.969961398067701,0.00492975119405902,0.0304990040830759,0.0402077966048919,0.0746935042255075,0.0217181092085701,0.811083826866323
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"6",0,"chain_02","forward",-0.103793315244412,-0.103793315244412,0.981494655608389,0.00346501828239184,0.0186787104068964,0.0174659226827818,0.0676776336360394,0.0123560936137421,0.44577741312715
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"16",0,"chain_01","forward",-0.134065725597006,-0.134065725597006,0.985590929919248,0.00363546764398456,0.0145138888433909,0.0140940508775438,0.0240436701086297,0.00483883028906806,0.463524846893417
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"16",0,"chain_02","forward",-0.155547946049525,-0.155547946049525,0.992113396755853,0.00347878483578939,0.00791786698447705,0.0128904154022542,0.0091384565897954,0.00244304177889187,0.397987921079602
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"20",0,"chain_01","forward",-0.05438217066735,-0.05438217066735,0.953156715880027,0.00521193503535943,0.0479759440625775,0.0230743251370232,0.00637833611300298,0.00586852342302091,0.903421843521595
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"20",0,"chain_02","forward",-0.0721710131845876,-0.0721710131845876,0.957375938664252,0.00503202950767137,0.0435591342966619,0.0215165334928796,0.0183703915163269,0.026884832067597,0.850505189641057
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"55",0,"chain_01","forward",0.120787506484712,0.120787506484712,0.926973920065631,0.00483649833631274,0.0758298475060748,0.0481021990295597,0.0813761914705617,0.0799266637990517,1.00383130057939
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"55",0,"chain_02","forward",-0.0913666785114211,-0.0913666785114211,0.973963360156722,0.00346954665085104,0.0263815939560823,0.0367220653046532,0.0783507376056187,0.0279762824386971,0.459510078182456
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"71",0,"chain_01","forward",-0.0475191196152398,-0.0475191196152398,0.860000235932407,0.0157897191794993,0.150822615394612,0.0358234135810587,0.103826909013794,0.151861064296872,2.01869274322866
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"71",0,"chain_02","forward",-0.123455947126811,-0.123455947126811,0.976126867990696,0.00442888245138477,0.0241627133213269,0.0146028175908714,0.0123318693189258,0.00453300744184659,0.671544156234849
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"74",0,"chain_01","forward",0.106052872580836,0.106052872580836,0.94702868505058,0.00334801520563523,0.0544258958106862,0.0492890255699636,0.243749029373086,0.00599227407343328,0.621273386344862
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"74",0,"chain_02","forward",0.0924671713072645,0.0924671713072645,0.957003261437699,0.00474047854793087,0.0439484795541132,0.0376526507740318,0.140148249355125,0.0351242681218507,0.955458080837325
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"88",0,"chain_01","forward",-0.0829214316382973,-0.0829214316382973,0.975303762222135,0.00407099134311997,0.0250063055091623,0.0196331298628539,0.0337351345843935,0.0101560926458539,0.627817930845262
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"88",0,"chain_02","forward",-0.0587100268236229,-0.0587100268236229,0.968331028349788,0.00427865615630676,0.032181278728733,0.0369443628923992,0.0546566167937312,0.0328132304537121,0.701781770736096
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"105",1,"chain_01","forward",-0.117203860528956,-0.117203860528956,0.98610934303758,0.00356257466561547,0.0139880349523223,0.0198187461299487,0.0108227526289051,0.00788891841694817,0.460132463055491
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"105",1,"chain_02","forward",-0.0924829664868518,-0.0924829664868518,0.984995086549214,0.00355693366438289,0.015118626097399,0.0285668991178343,0.0664105108928039,0.00434598996361757,0.483268696429594
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"111",1,"chain_01","forward",-0.140648720377071,-0.140648720377071,0.982177999652654,0.00344333018918442,0.0179827246782986,0.0191983964390985,0.0118717033731919,0.0022327004011089,0.402643180414024
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"111",1,"chain_02","forward",-0.155724598964441,-0.155724598964441,0.98316398005696,0.00396092610033213,0.0169793568194683,0.0204378552723852,0.0217340536959565,0.0163178332520308,0.527606082120381
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"117",1,"chain_01","forward",0.338909523355944,0.338909523355944,0.808710004873261,0.00581217355798201,0.212314887405928,0.0778679701718348,0.108596452881209,0.113530928555504,1.40571695006471
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"117",1,"chain_02","forward",0.0934956857192262,0.0934956857192262,0.894815931522897,0.00850650487798973,0.111137244961746,0.0407434474108272,0.150272091032064,0.0774147233561662,1.5411796557418
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"122",1,"chain_01","forward",-0.20821136328443,-0.20821136328443,0.999612984645762,0.00223278596337462,0.000387090264007739,0.00154427443239351,0.0042185079288366,2.9752300688024e-05,0.223143534648811
"lambda_scale_plus","lambda_population_scale","log_omega_lambda",0.22314355131421,1,"122",1,"chain_02","forward",-0.204844262337661,-0.204844262337661,0.999373730045891,0.00221970828646717,0.000626466143051729,0.00234904918088351,0.00404901222900911,0.000219397257461118,0.223141615903438
